"Q1"	"Q2"	"Q3"	"Q4"	"Q5"	"Q6"	"Q7"	"Q8"	"Q9"	"Q10"	"Q11"	"Q12"	"Q13"	"Q14"	"Q15"	"Q16"	"Q17"	"Q18"	"Q19"	"Q20"	"Q21"	"Q22"	"Q23"	"Q24"	"Q25"	"Q26"	"country"	"introelapse"	"testelapse"	"surveyelapse"	"TIPI1"	"TIPI2"	"TIPI3"	"TIPI4"	"TIPI5"	"TIPI6"	"TIPI7"	"TIPI8"	"TIPI9"	"TIPI10"	"VCL1"	"VCL2"	"VCL3"	"VCL4"	"VCL5"	"VCL6"	"VCL7"	"VCL8"	"VCL9"	"VCL10"	"VCL11"	"VCL12"	"VCL13"	"VCL14"	"VCL15"	"VCL16"	"education"	"urban"	"gender"	"engnat"	"age"	"screenw"	"screenh"	"hand"	"religion"	"orientation"	"voted"	"married"	"familysize"	"major"	"race_arab"	"race_asian"	"race_black"	"race_white"	"race_hispanic"	"race_nativeam"	"race_nativeau"	"race_other"	"nerdy"	"ASD"
2	5	3	4	5	3	3	5	3	4	4	3	3	3	1	4	4	3	3	4	1	1	4	4	4	3	"DE"	40	79	178	4	4	4	3	4	5	5	4	5	5	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	2	2	2	14	480	853	1	7	4	2	1	4	""	0	0	0	1	0	0	0	0	6	2
5	5	4	5	4	4	0	5	4	5	5	5	2	2	2	2	4	5	5	4	2	2	4	5	5	4	"US"	2	93	124	6	2	7	6	6	7	6	2	6	2	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	4	3	1	1	50	1920	1080	1	1	3	2	1	4	"Retailing"	0	0	0	1	0	0	0	0	7	2
4	5	4	4	4	4	4	3	5	2	1	5	4	2	4	1	3	4	2	3	5	2	3	3	4	5	"US"	11	141	201	5	3	6	5	5	6	7	5	5	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	3	2	1	1	43	360	598	1	6	2	1	2	3	"Liberal arts"	0	0	0	1	0	0	0	0	5	2
4	5	5	5	4	2	5	4	5	5	1	5	2	4	1	3	4	3	4	3	4	2	1	5	5	3	"US"	15	153	216	5	5	3	4	7	3	7	1	6	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	2	1	2	36	768	1024	1	3	1	2	3	3	"Chemistry"	0	0	0	0	1	0	0	0	4	2
5	5	5	4	5	0	5	5	3	5	5	5	5	5	5	5	5	5	5	5	1	5	5	5	5	5	"GB"	241	65	119	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	1	1	3	1	1	50	1280	1024	1	2	1	1	2	4	""	0	0	0	1	0	0	0	0	7	1
3	5	4	3	5	3	5	3	0	5	5	5	3	3	2	1	2	5	5	3	5	1	5	5	5	5	"US"	1038	69	109	2	1	6	5	7	4	7	6	2	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	2	2	2	1	21	1920	1080	1	7	2	2	1	4	"German"	0	0	0	1	0	0	0	0	7	2
3	4	3	3	2	3	4	4	3	4	4	4	2	4	2	3	3	5	3	3	1	2	1	3	4	4	"US"	11	137	115	5	3	5	3	6	5	6	3	5	3	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	2	2	2	2	18	1536	864	1	1	1	2	1	4	""	0	1	0	0	0	0	0	0	5	2
2	3	3	2	2	4	3	1	2	1	1	3	4	3	1	2	3	5	1	5	1	2	4	2	1	4	"US"	1	139	362	5	2	4	5	3	2	6	6	6	5	1	1	0	1	1	0	0	0	0	1	0	1	1	1	1	1	1	2	2	1	14	1280	720	2	8	1	2	1	3	""	0	1	0	1	0	0	0	0	3	2
4	1	3	5	5	4	1	1	5	5	1	1	5	5	1	3	1	5	1	5	5	5	5	5	1	5	"PE"	149	101	191	3	1	6	6	7	4	4	1	2	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	4	1	1	1	60	1600	900	3	6	0	1	3	3	"English"	0	0	0	1	0	0	0	0	6	2
4	5	3	4	5	4	5	2	4	5	2	4	4	2	4	3	3	2	4	3	2	1	5	5	4	5	"US"	1547	149	228	2	4	7	3	6	5	7	5	7	2	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	1	1	1	33	1024	768	0	1	1	2	3	3	"psychology"	0	0	0	1	0	0	0	0	6	2
5	4	5	5	5	5	4	5	4	3	5	3	5	5	5	5	5	5	5	5	5	3	3	5	3	4	"GB"	24	77	119	6	4	5	3	4	5	2	4	6	4	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	3	2	1	14	1440	900	1	2	2	2	1	2	""	0	0	0	0	0	0	0	0	7	2
4	5	2	2	5	5	5	1	5	5	3	5	2	2	1	3	1	5	1	2	1	1	5	4	4	2	"US"	8	204	188	6	1	7	2	7	3	7	2	7	6	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	3	1	1	1	62	1600	900	1	1	1	1	2	3	"English"	0	0	0	1	0	0	0	0	6	2
3	5	2	2	4	4	5	2	4	4	3	5	4	4	1	3	3	5	1	5	1	4	4	5	5	3	"US"	119	154	329	4	4	6	2	7	6	5	2	6	2	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	0	2	1	1	45	360	640	2	6	1	2	2	3	"Computer Information Systens"	0	0	0	1	0	0	0	0	6	2
5	5	5	5	5	5	5	5	5	5	1	5	5	3	4	1	4	4	2	1	5	1	5	5	3	5	"CA"	5	75	122	2	1	6	2	7	7	6	5	5	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	3	3	1	1	23	1366	768	1	2	5	1	1	3	"history"	0	0	0	1	0	0	0	0	4	2
5	3	5	4	4	4	4	5	5	4	1	5	5	4	2	4	5	1	5	5	5	3	4	5	3	2	"US"	899	82	109	1	5	6	7	6	7	6	5	2	1	1	1	0	1	1	0	0	1	0	1	0	1	0	1	1	1	1	2	2	1	15	1366	768	1	5	1	2	1	2	""	0	0	0	1	0	0	0	0	6	2
4	5	4	5	5	4	4	4	4	5	1	4	2	4	5	1	3	4	1	3	5	2	5	5	1	4	"US"	2	96	164	5	6	6	6	6	5	6	1	2	2	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	2	1	1	17	1280	800	1	2	1	2	1	2	""	0	0	0	1	0	0	0	0	6	2
5	5	5	5	5	5	5	3	5	5	5	5	3	3	5	1	4	5	5	3	3	1	5	5	5	5	"US"	13	100	218	5	2	7	1	7	4	6	3	6	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	3	2	1	1	27	1280	800	2	2	1	1	1	2	"Physics"	0	0	0	0	0	0	0	0	7	2
4	5	3	3	2	4	4	2	4	5	2	5	3	3	5	3	4	3	3	3	1	1	4	5	4	5	"HK"	1	113	116	2	7	1	7	6	6	5	6	5	2	1	1	0	1	1	0	0	0	0	1	1	0	1	1	1	1	2	3	2	2	17	320	568	1	2	2	2	1	2	""	0	0	0	0	0	0	0	0	4	2
5	5	5	5	5	5	5	5	5	5	2	5	4	5	5	5	5	5	3	5	5	1	2	5	1	5	"US"	18	69	139	1	4	6	5	6	6	2	7	3	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	2	2	1	1	19	1366	768	1	2	3	2	1	3	"Planning on majoring in physics/astrophysics "	0	0	0	1	0	0	0	0	7	2
3	4	2	4	4	3	5	2	4	2	4	3	1	3	2	1	1	3	4	3	1	3	3	5	4	3	"NL"	34	137	424	7	6	2	5	7	2	3	6	5	2	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	3	2	1	2	37	768	1024	1	1	1	1	2	2	"Business"	0	0	0	1	0	0	0	0	6	2
3	4	4	4	3	3	5	4	5	4	4	5	3	4	4	2	3	2	5	3	3	4	5	5	5	5	"GB"	295	65	106	7	6	3	2	4	1	5	6	4	2	1	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	2	3	1	1	20	1366	768	3	2	2	1	1	2	""	0	0	0	1	0	0	0	1	4	1
5	5	5	4	0	5	5	5	5	5	2	5	5	5	4	5	5	5	1	5	5	2	5	5	5	5	"US"	31	67	239	1	7	7	5	7	7	1	3	7	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	2	1	1	1	14	1600	900	1	2	1	2	1	1	"Astrophysics"	0	0	0	0	0	0	0	1	7	2
4	5	5	4	4	5	5	4	5	4	1	3	5	5	4	5	4	5	2	5	5	3	4	4	4	4	"ES"	101	78	134	2	5	6	6	6	6	6	5	3	2	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	2	2	3	2	18	1280	800	1	2	5	1	1	5	"Biochemistry"	0	0	0	1	1	0	0	0	6	2
4	5	5	3	4	5	5	2	4	4	3	4	5	4	4	2	4	5	1	4	4	2	5	4	3	5	"US"	6	99	216	3	1	6	5	3	6	7	5	7	1	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	4	2	2	1	42	1366	768	1	12	1	2	2	5	"Education"	0	0	0	1	0	0	0	0	6	2
4	5	5	4	2	4	4	5	4	4	5	4	5	5	4	5	4	4	5	5	1	4	5	5	5	4	"CA"	14	75	114	3	6	5	1	6	6	3	7	5	2	1	1	1	1	1	0	0	0	0	1	0	0	1	0	1	1	2	1	1	1	19	1366	768	1	2	1	1	1	2	"Engineering"	0	0	0	1	0	0	0	0	7	2
4	4	5	5	5	4	1	5	5	5	4	3	5	5	4	5	5	4	5	4	5	4	5	5	2	5	"US"	3	42	58	1	5	4	7	5	6	7	6	2	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	1	17	1366	768	1	1	5	2	1	2	""	0	0	0	1	0	0	0	0	7	0
5	4	5	5	5	5	4	1	5	5	1	3	4	2	1	1	5	5	1	3	1	4	5	5	5	5	"US"	4	87	152	2	5	3	6	7	6	7	5	6	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	3	2	2	1	57	1600	900	1	1	1	1	3	3	"Art"	0	0	0	1	0	0	0	0	6	2
4	3	5	4	2	3	2	5	3	5	3	3	5	5	2	5	5	1	4	3	2	2	2	2	2	2	"US"	3	96	134	1	5	1	7	2	7	1	7	1	2	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	16	1280	800	1	2	1	2	1	3	""	0	0	0	1	0	0	0	0	4	2
4	4	5	2	3	2	3	2	4	5	5	5	2	2	1	3	4	4	5	2	1	1	1	3	2	3	"GB"	12	133	111	2	5	4	3	2	5	2	2	2	3	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	3	2	1	15	1440	900	1	2	3	2	1	2	""	0	0	0	1	0	0	0	0	6	2
5	5	1	5	5	5	5	5	5	5	1	5	5	5	1	3	5	1	1	5	1	1	5	5	5	5	"US"	49	105	103	2	3	3	1	7	5	1	5	7	1	1	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	3	1	1	1	45	1920	1080	1	2	0	2	2	2	""	0	0	0	1	1	0	0	0	3	2
4	2	5	4	3	5	4	5	5	5	1	4	5	5	2	3	4	4	3	5	1	3	5	3	3	3	"CA"	4	100	123	1	2	5	6	2	7	6	5	5	5	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	4	3	2	1	55	1366	768	1	1	1	1	2	3	"science"	0	0	0	1	0	0	0	0	4	2
4	5	5	2	4	4	2	4	2	5	5	2	2	1	5	5	5	4	4	2	1	2	4	4	2	2	"SI"	3	98	139	1	3	5	6	6	5	6	3	2	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	3	2	2	20	1920	1080	1	1	1	1	1	2	""	0	0	0	1	0	0	0	0	5	2
5	0	5	5	5	5	5	5	5	5	2	4	5	5	4	5	5	5	3	5	1	2	5	5	2	5	"US"	6	73	86	7	3	5	7	7	7	7	3	3	3	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	2	2	3	1	16	1920	1080	1	7	4	2	1	2	""	0	0	0	1	0	0	0	0	7	2
4	5	4	4	4	3	4	3	4	4	5	4	1	5	3	1	4	4	4	1	5	1	4	3	1	5	"US"	20	142	210	3	6	4	4	6	3	2	6	4	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	2	3	2	1	20	320	480	2	1	2	2	1	2	""	0	0	0	1	0	0	0	0	5	2
3	5	5	2	5	4	5	5	4	3	2	1	5	5	2	1	5	5	5	5	2	1	5	4	2	3	"US"	639	167	583	1	7	6	6	2	7	3	4	5	4	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	2	1	1	15	768	1024	1	1	1	2	1	2	""	0	0	0	1	0	0	0	0	7	1
4	5	5	5	4	3	5	5	4	5	5	4	5	5	5	5	5	4	5	4	5	3	5	4	4	3	"US"	7	140	183	6	4	5	7	5	7	7	7	3	1	1	1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1	3	2	1	18	320	568	1	2	0	2	1	1	""	0	0	0	1	0	0	0	0	5	1
5	1	5	4	3	1	2	2	1	2	1	2	1	1	1	3	3	1	5	2	1	1	1	3	5	3	"US"	4	379	390	2	6	1	4	7	5	2	7	1	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	2	1	1	16	360	640	1	7	1	2	1	3	""	0	1	0	1	0	0	0	0	4	1
3	1	1	2	3	3	0	3	5	4	1	5	5	1	1	1	3	5	3	3	1	3	5	4	5	5	"US"	39	114	198	6	5	7	3	7	4	6	6	3	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	4	1	2	1	68	768	1024	1	9	1	2	2	3	"Music/Education"	0	0	0	1	0	0	0	0	4	2
5	5	3	4	5	4	5	3	5	1	4	4	3	4	1	3	2	5	1	5	5	4	5	4	3	5	"GB"	3	57	118	6	6	7	2	3	2	1	1	6	7	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	2	2	1	1	16	960	552	1	2	2	2	1	2	""	0	0	0	1	0	0	0	0	6	2
4	4	5	4	4	4	4	4	3	4	4	4	1	2	3	3	3	5	4	3	5	1	1	4	3	4	"US"	6	114	230	3	5	3	3	7	6	2	4	6	5	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	3	2	1	21	640	360	1	2	1	2	1	5	"Accounting"	0	0	0	1	0	0	0	0	6	2
1	1	1	1	1	2	4	1	1	4	1	1	4	1	3	2	3	4	1	2	3	1	4	4	2	1	"US"	8	168	227	7	4	6	3	5	1	7	3	6	2	1	1	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	2	2	1	14	320	570	1	9	1	2	1	7	""	0	0	0	0	0	0	0	1	4	2
2	4	3	4	3	5	5	5	3	5	1	5	5	4	1	4	4	3	2	5	5	4	5	4	5	5	"PH"	10	232	437	6	6	5	6	7	5	6	2	5	2	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1	1	2	3	2	2	18	320	480	1	4	1	2	1	4	"electronics engineering"	0	1	0	0	0	0	0	0	5	2
1	5	1	1	3	4	5	5	5	5	3	5	2	5	2	1	3	5	3	1	1	1	1	5	3	5	"JO"	11	341	526	7	7	6	5	5	3	5	1	6	1	1	0	0	0	1	0	1	1	1	1	0	0	0	1	0	1	3	1	1	2	25	1366	768	0	10	0	1	3	5	""	1	0	1	1	0	0	0	1	5	0
5	4	4	4	4	5	5	1	5	5	1	5	5	2	1	1	2	5	1	5	1	1	5	5	4	5	"US"	10	99	161	1	1	7	6	2	7	6	2	2	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	3	2	2	1	72	1600	900	1	1	1	2	3	4	"art history and psychology"	0	0	0	1	0	0	0	0	7	2
1	1	5	1	5	3	1	5	5	5	1	1	5	5	1	4	5	5	1	5	1	1	2	5	1	1	"IN"	55	1184	228	7	2	7	4	7	2	7	1	7	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	3	2	2	20	1024	768	1	8	1	1	1	1	"psychology"	0	1	0	0	0	0	0	0	1	2
4	1	4	4	4	4	2	4	2	4	4	2	3	4	4	4	4	5	5	4	4	2	4	4	1	4	"US"	8	51	91	2	6	1	6	2	5	6	6	2	3	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	3	3	2	1	45	1024	768	1	6	1	2	1	2	"psychology"	0	0	0	1	0	0	0	0	6	2
5	5	5	5	3	3	4	1	4	5	4	2	5	5	2	1	5	1	5	3	4	1	5	5	2	3	"HU"	50	269	487	1	7	5	6	6	7	6	6	2	2	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	2	3	1	2	29	1440	900	1	0	1	2	1	1	""	0	0	0	1	0	0	0	0	2	2
2	2	4	2	4	3	4	1	2	4	4	2	1	2	4	2	4	4	5	2	1	1	1	3	3	4	"BF"	12	128	147	6	3	5	5	6	5	7	5	4	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	3	1	2	20	1366	768	1	4	1	2	1	1	"mechanical engineering"	0	0	1	0	0	0	0	0	3	2
5	5	5	5	3	2	5	4	2	3	5	4	3	2	3	3	3	2	5	3	5	2	2	4	5	4	"US"	1	138	206	6	5	4	7	5	5	5	6	4	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	2	2	1	17	414	736	1	6	1	2	1	3	""	0	0	0	1	0	0	0	0	7	2
5	3	5	5	2	4	5	5	5	4	5	2	4	2	3	4	3	4	4	4	2	3	2	4	3	4	"US"	2	285	163	5	5	4	7	6	3	5	5	3	2	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	2	2	1	13	2560	1440	1	6	1	2	1	3	""	0	0	0	1	0	0	0	0	7	0
5	5	5	5	5	0	5	5	5	5	1	5	2	5	4	4	5	5	1	5	5	2	5	5	5	5	"US"	2	84	111	7	6	7	7	6	6	5	2	5	3	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	2	3	2	1	17	1280	800	1	1	1	2	1	2	"computer science"	0	0	0	1	0	0	0	0	7	2
5	5	5	5	2	4	3	4	3	5	5	3	4	3	5	5	4	3	5	3	2	4	4	3	4	3	"US"	4	115	253	1	3	4	6	6	5	7	6	6	2	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	3	2	2	1	23	375	667	2	4	1	1	1	2	"Media and Communication"	0	0	0	1	1	0	0	0	7	2
3	2	3	4	5	3	5	1	5	2	1	5	2	4	1	2	5	5	2	5	1	3	5	5	5	5	"US"	2	125	208	3	4	6	2	7	6	2	2	6	2	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	3	1	1	1	41	1680	1050	1	2	1	1	2	4	"biology"	0	0	0	1	0	0	0	0	5	2
4	1	3	3	4	2	4	5	3	5	3	2	5	3	1	3	5	4	1	2	1	2	3	4	1	1	"CA"	43	176	224	2	3	7	6	7	4	6	1	6	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	3	2	2	1	63	1366	768	1	2	1	1	3	8	"Fine Art"	0	0	0	1	0	0	0	0	5	2
5	5	5	5	5	5	5	5	5	5	3	5	5	5	5	5	5	5	4	4	5	4	5	5	5	5	"US"	2	56	24556	2	6	4	7	3	5	1	5	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	1	14	1440	900	1	2	4	2	1	2	""	0	0	1	0	0	0	0	0	7	1
4	5	5	3	1	2	4	5	3	4	2	4	3	4	2	1	5	4	4	2	0	1	4	4	1	4	"US"	7	120	254	3	5	7	6	6	4	7	2	6	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	3	2	2	1	63	1093	614	1	6	1	1	3	4	"history"	0	0	0	1	0	0	0	0	4	2
5	3	5	5	5	4	5	4	4	4	1	5	5	5	1	5	1	5	3	5	0	5	5	4	5	4	"GB"	4	124	228	1	7	4	7	4	7	2	5	2	6	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	2	3	1	1	48	1280	800	2	7	1	1	2	2	""	0	0	0	1	0	0	0	0	6	2
4	5	2	3	3	5	5	1	4	3	3	5	4	4	3	1	3	5	3	4	4	3	5	5	3	5	"ES"	712	64	87	6	1	7	2	7	5	6	2	7	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	4	3	1	2	44	1920	1080	1	4	1	1	2	2	"Biology"	0	0	0	1	0	0	0	0	4	2
5	5	5	5	2	5	3	1	4	5	1	4	5	4	5	4	5	5	2	5	1	3	2	1	5	5	"US"	9	128	187	3	1	7	3	6	5	4	1	6	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	3	2	1	1	36	414	736	1	7	1	2	2	0	"English"	0	0	0	1	0	0	0	0	7	2
5	1	4	5	4	3	2	5	5	3	5	1	4	2	1	5	3	4	5	2	4	2	3	2	2	1	"US"	8	137	200	6	3	5	7	2	4	5	6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	2	2	1	14	1920	1080	1	2	3	2	1	2	""	0	0	0	1	0	0	0	0	6	2
2	5	3	2	4	4	2	4	2	4	1	4	1	1	1	2	2	4	1	2	4	1	5	2	4	4	"CA"	2	85	122	6	5	2	5	3	4	6	3	5	2	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	4	2	2	1	27	320	568	1	2	1	1	1	1	"Law"	0	0	0	0	0	0	0	1	4	2
5	2	4	2	2	2	4	5	2	3	4	4	3	2	4	3	4	5	1	3	1	1	1	3	1	2	"US"	1	86	119	6	6	6	5	7	6	2	7	5	4	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	1	2	2	1	15	1440	900	1	7	1	2	1	1	""	0	0	0	1	0	0	0	0	5	2
4	5	4	5	4	5	4	5	4	3	4	4	5	4	5	5	4	5	5	5	4	3	5	3	3	5	"US"	14	131	386	6	5	7	6	6	5	6	4	7	2	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	3	1	2	1	25	320	568	1	6	0	2	2	4	"Bible"	0	0	0	0	1	0	0	0	6	2
4	4	4	4	5	4	5	5	5	4	5	5	4	4	3	5	5	4	5	5	2	2	4	5	5	5	"US"	1	61	77	2	6	7	1	6	6	7	3	7	3	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	2	1	1	17	1920	1080	1	1	1	2	1	2	""	0	0	0	1	0	0	0	0	6	2
4	2	5	5	4	4	2	4	2	5	2	2	2	2	2	5	4	2	4	1	5	1	2	4	1	4	"GB"	3	78	152	1	6	2	7	6	7	2	7	2	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	2	2	2	1	18	320	568	1	1	1	2	1	1	""	0	0	0	0	0	0	0	1	2	2
3	5	3	3	5	5	5	3	5	5	1	5	5	5	3	3	3	5	5	5	4	5	5	5	5	5	"ZA"	2	99	242	7	7	7	1	7	1	7	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	27	1280	1024	1	7	1	2	1	0	"Psychology"	0	0	1	0	0	0	0	0	7	2
5	5	2	1	5	5	5	1	5	3	1	5	5	5	4	3	3	5	1	5	5	1	4	5	5	5	"US"	47	8542	392	7	1	6	2	7	4	6	4	7	1	1	1	1	1	0	0	1	0	0	1	0	0	1	1	1	1	3	2	2	1	54	320	568	1	1	1	2	2	4	"Biology and computer science"	0	0	0	1	0	0	0	0	6	2
1	5	2	1	2	2	4	4	2	4	1	4	1	1	4	2	4	1	2	2	1	2	5	4	2	4	"GB"	147	305	292	3	2	2	2	6	3	5	5	6	3	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	2	3	1	1	44	1920	1080	3	6	1	1	3	4	""	0	0	1	0	0	0	0	0	3	2
5	3	4	5	5	3	5	1	5	5	1	5	2	2	1	1	2	5	1	2	1	2	3	4	3	4	"US"	4	97	131	1	6	7	3	7	5	2	1	7	2	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	1	4	1	1	1	29	1920	1080	1	9	1	2	1	2	"Statistics"	0	0	0	1	0	0	0	0	3	2
1	4	5	1	2	2	3	5	4	4	1	2	4	2	2	1	4	1	1	5	1	1	4	1	1	4	"IE"	86	115	138	1	1	5	6	5	7	6	6	5	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	17	1280	800	1	4	1	2	1	2	""	0	1	0	0	0	0	0	0	4	2
4	3	4	4	5	4	5	5	5	5	1	4	4	5	3	2	4	5	1	4	4	4	5	4	4	2	"US"	2	77	107	1	2	1	5	7	6	6	3	5	7	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	3	2	2	1	59	1440	900	2	6	1	2	3	3	"history"	0	0	0	1	0	0	0	0	6	2
4	4	5	5	5	5	4	5	4	4	2	2	5	5	1	5	5	5	2	5	5	3	5	5	4	5	"AU"	3	58	89	2	5	6	6	5	6	5	5	3	1	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	1	3	2	1	14	768	1024	1	1	1	2	1	3	""	0	0	0	1	0	0	0	0	7	2
5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	2	5	5	3	5	5	1	5	5	2	5	"BO"	574	71	296	6	7	7	6	7	5	6	4	4	2	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	2	3	2	2	16	1280	800	1	1	1	2	1	3	"psychology and law"	0	0	0	0	1	0	0	0	6	2
4	3	4	4	5	5	5	4	5	5	1	5	5	4	1	4	4	5	2	5	1	4	2	5	4	5	"US"	5	79	164	1	5	7	2	7	7	1	1	6	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	4	2	1	1	59	1366	768	1	1	1	2	2	3	"Chemistry"	0	0	0	1	0	0	0	0	7	2
5	5	5	5	5	2	5	1	4	3	5	4	5	3	3	5	2	1	5	5	5	1	5	5	5	5	"US"	625	620	302	3	3	6	6	7	6	7	2	3	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	2	1	2	1	36	320	568	1	12	2	2	2	1	"Criminology "	0	0	1	1	0	1	0	0	7	1
5	5	5	5	5	3	5	3	4	5	5	3	5	5	0	3	5	4	5	5	1	1	5	5	0	5	"MX"	6	107	218	4	7	7	6	4	7	3	4	5	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	3	2	1	2	20	768	1024	1	12	0	1	1	0	"Medicine "	0	0	0	1	1	0	0	1	1	1
5	5	5	4	5	4	5	5	2	5	2	4	3	2	2	3	4	5	2	4	4	2	5	5	3	5	"US"	23	61	92	5	6	5	6	7	7	5	5	4	3	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	2	3	2	1	19	1440	900	1	2	2	2	1	4	"psychology"	0	0	0	1	0	0	0	0	6	2
2	1	4	5	5	5	1	2	5	5	1	4	5	4	5	5	5	5	1	5	5	4	5	5	3	5	"US"	2	75	114	2	5	2	3	7	7	6	7	6	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	3	2	2	1	21	1440	900	1	7	4	1	1	2	"history"	0	0	0	1	0	0	0	0	4	2
3	5	5	2	4	4	5	4	4	4	5	4	4	3	3	2	4	2	5	2	2	2	3	5	4	4	"CA"	4	84	89	2	3	4	5	5	5	4	5	4	5	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	3	1	1	20	1366	768	1	1	1	1	1	2	"Chemistry"	0	1	0	1	0	0	0	0	4	2
4	5	5	4	1	4	4	5	1	2	4	2	2	2	2	4	5	4	4	4	1	1	1	2	1	2	"US"	29	68	92	2	5	5	7	6	7	5	5	3	3	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	2	1	2	1	19	1600	900	1	1	2	2	1	1	"International Studies"	0	0	0	1	0	0	0	0	5	2
3	5	4	2	4	4	5	1	5	5	3	5	1	3	1	1	2	2	5	4	1	1	2	5	5	2	"AU"	3	88	122	5	5	5	5	5	5	3	3	5	3	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	3	2	1	1	27	1280	720	1	2	1	1	1	2	"economics"	0	0	0	1	0	0	0	0	5	2
